offline_data_id,target_id,offline_row,is_benchmark_row,s0,s1,s2,s3,s4,a0
39,0,175468,False,0.18701134622097015,0.14600947499275208,-0.09136087447404861,0.33349576592445374,0.31545910239219666,-0.23855078220367432
39,1,274533,False,0.9872524738311768,-0.18747000396251678,1.482433795928955,-0.16571509838104248,1.1577246189117432,0.8271967172622681
39,2,41470,False,0.3540886640548706,-0.7692999243736267,0.6468629837036133,-0.35904353857040405,-0.12043707817792892,0.38726136088371277
39,3,230446,False,-0.22752413153648376,-1.291313886642456,0.7518238425254822,1.0068165063858032,-0.5707576274871826,-0.2381683886051178
39,4,221885,False,0.1423487663269043,-0.09221026301383972,0.4600856602191925,-1.1056256294250488,0.23774096369743347,1.4893507957458496
39,5,182067,False,0.08166180551052094,0.13210198283195496,-0.4274437427520752,0.7691776752471924,0.13754558563232422,-0.20671182870864868
39,6,28949,False,0.8299201130867004,0.5990888476371765,1.2215218544006348,0.9538682699203491,0.2789285182952881,-0.3116579055786133
39,7,221754,False,1.0225708484649658,0.6476870775222778,0.8124130964279175,0.32406845688819885,1.150766372680664,-0.6049341559410095
39,8,148790,False,-0.026326477527618408,-0.15195004642009735,0.9187691807746887,0.5789738893508911,0.36355820298194885,0.1574181318283081
39,9,154171,False,0.07582756876945496,-0.34241557121276855,-0.3465064465999603,0.38491204380989075,0.48024988174438477,-0.1235244870185852
39,10,200959,False,-1.5789966583251953,-1.1728355884552002,-2.3771443367004395,0.4735429286956787,-1.2432940006256104,2.0339558124542236
39,11,200330,False,0.3225681483745575,0.5359231233596802,0.31466472148895264,0.45284879207611084,-1.0679575204849243,0.30616074800491333
39,12,122949,False,0.5915007591247559,-0.12929865717887878,1.2206158638000488,1.4913947582244873,-0.017784982919692993,-0.8572483658790588
39,13,20248,False,-0.8586251735687256,1.1142759323120117,0.6500223278999329,0.26721426844596863,0.38118404150009155,-0.1366443634033203
39,14,273279,False,0.6053858995437622,0.707599401473999,0.016756340861320496,0.10233259201049805,1.1079013347625732,-0.673759937286377
39,15,290580,False,-0.34995943307876587,-0.10856442153453827,0.20086733996868134,0.8518391251564026,-0.09760528802871704,-0.4774417281150818
39,16,102322,False,-0.24071556329727173,0.08021804690361023,-0.04416763782501221,-0.9083362221717834,0.3190745711326599,0.8829258680343628
39,17,61406,False,-0.6992208361625671,0.6893758177757263,-0.25944894552230835,0.3104856014251709,-0.5424268245697021,0.8989341855049133
39,18,165306,False,-1.312941551208496,0.3613790273666382,-0.2406299114227295,0.21034088730812073,-0.6441546082496643,0.6436454057693481
39,19,112038,False,-0.7975343465805054,0.3630269467830658,-0.06908470392227173,0.4591115415096283,-0.09723635762929916,-0.3021221160888672
39,20,159125,False,-0.3641807436943054,0.4781193435192108,0.1628483533859253,0.8105091452598572,0.0671510249376297,-0.28481602668762207
39,21,57003,False,-0.11862310767173767,-0.12705117464065552,-0.5326135158538818,-0.7338303923606873,-0.11903378367424011,1.6506526470184326
39,22,70853,False,0.5700197219848633,-0.4802924394607544,0.7222993969917297,0.5318248271942139,0.8180868029594421,0.22241312265396118
39,23,137847,False,-0.27022436261177063,-0.2630310654640198,-0.8259139060974121,0.46708017587661743,-0.13918209075927734,0.8597589731216431
39,24,104163,False,0.6822499632835388,-0.0003025233745574951,0.4768214523792267,0.0847419798374176,0.01623174548149109,-0.08833896368741989
39,25,69133,False,-0.8005980253219604,0.10510152578353882,-0.5208510160446167,0.31427741050720215,-1.3765898942947388,1.3623454570770264
39,26,267123,False,-0.8873635530471802,-0.38992032408714294,-0.40484747290611267,-0.05612076073884964,-0.6468096375465393,0.8941632509231567
39,27,148924,False,-0.3908596634864807,0.016580667346715927,-0.7125083208084106,-0.08978156000375748,-0.8169721961021423,1.682537317276001
39,28,32249,False,-0.08395065367221832,0.2746550142765045,-0.12296274304389954,0.09113761782646179,-0.7738238573074341,0.5709397792816162
39,29,185965,False,0.6288597583770752,0.23085550963878632,1.4920872449874878,-0.09333163499832153,0.9957074522972107,-0.25212758779525757
39,30,183014,False,0.05790279805660248,-0.17541956901550293,-0.39203080534935,-0.36333799362182617,-0.13776671886444092,0.6799136400222778
39,31,32858,False,-0.4099719226360321,-1.2995944023132324,-1.51218843460083,0.7179324626922607,-0.10247170925140381,0.7800288796424866
39,32,190103,False,-0.47985538840293884,0.14058546721935272,-0.14251494407653809,0.9734375476837158,-0.5050628781318665,-0.2230406105518341
39,33,75128,False,-0.39319050312042236,-0.3634541630744934,-0.5420317649841309,-0.3569994866847992,-0.643953800201416,1.363577127456665
39,34,32841,False,-0.6395445466041565,-0.0021629929542541504,-0.21335947513580322,-0.41001492738723755,-0.5046536922454834,0.8032592535018921
39,35,50342,False,0.544921338558197,0.9190200567245483,0.9456430673599243,0.15426413714885712,-0.9142873287200928,0.06734640896320343
39,36,140264,False,0.168548583984375,-0.4259825348854065,0.2209000289440155,0.1462031900882721,-0.16446471214294434,0.05389442294836044
39,37,79094,False,0.6048830151557922,-0.07073307037353516,-0.17147180438041687,-0.9075446128845215,-0.8923158645629883,1.9314465522766113
39,38,264159,False,-1.054469108581543,-0.3591747581958771,0.2522759735584259,0.5745157599449158,-1.1036170721054077,1.0737360715866089
39,39,207731,False,-0.26723620295524597,0.13664790987968445,0.32452160120010376,-1.0013402700424194,1.4416849613189697,0.03435182571411133
39,40,271239,False,-0.2111404538154602,1.1183993816375732,0.33977586030960083,0.9098798632621765,-0.202796071767807,-0.7993729710578918
39,41,11521,False,0.02795809507369995,0.9581999778747559,0.20120865106582642,-0.12706485390663147,-1.1272380352020264,0.8364475965499878
39,42,295325,False,-0.3267524540424347,0.30535244941711426,0.642277717590332,1.1669691801071167,-0.7308523654937744,-0.31699609756469727
39,43,282811,False,0.7426012754440308,-0.008918503299355507,-0.36983779072761536,-0.051849473267793655,0.5322570204734802,-0.17042765021324158
39,44,290258,False,-0.19500362873077393,-0.46984046697616577,0.5054510831832886,0.5829071402549744,-0.8029234409332275,0.8002805113792419
39,45,7712,False,-0.3070753514766693,0.21870732307434082,-0.40089911222457886,0.04879690706729889,1.2109721899032593,0.1472933292388916
39,46,228742,False,-0.28324198722839355,0.3551865518093109,-1.5238986015319824,-0.006080910563468933,0.016120970249176025,1.0548272132873535
39,47,104347,False,0.2820001244544983,-0.8835944533348083,-0.029759645462036133,-0.056731075048446655,0.5650129914283752,0.16116885840892792
39,48,168753,False,-0.46854326128959656,0.2600335478782654,-0.030311167240142822,-0.7801960110664368,-0.02530848979949951,1.2209646701812744
39,49,166816,False,-1.0094594955444336,-0.6084654927253723,-1.1936776638031006,-0.4561244249343872,-0.14593259990215302,1.7506152391433716
39,50,299,False,-1.1739753484725952,-0.8069678544998169,-0.7536110281944275,0.8990848064422607,-0.41304945945739746,0.25947698950767517
39,51,31061,False,-0.09773100912570953,-0.23573410511016846,-1.0703051090240479,0.16252684593200684,-0.9472090005874634,1.0256140232086182
39,52,83755,False,-1.4085960388183594,-0.46792545914649963,-1.2249817848205566,-0.30042564868927,0.6393861174583435,0.37650352716445923
39,53,275204,False,0.7000518441200256,0.633259654045105,1.4999430179595947,-0.1833452433347702,-0.16149407625198364,0.7931020259857178
39,54,12358,False,0.5848895907402039,0.2926676869392395,0.9711833000183105,-0.19791942834854126,0.8436136841773987,0.7256211042404175
