offline_data_id,target_id,offline_row,is_benchmark_row,s0,s1,s2,s3,s4,a0
49,0,59487,False,-0.27677372097969055,1.2624611854553223,-0.6328173875808716,0.10547798126935959,0.04292704910039902,-0.1176302507519722
49,1,28921,False,0.21206682920455933,0.6735675930976868,0.4084697365760803,-0.2566950023174286,0.5804533958435059,0.48045700788497925
49,2,250798,False,-0.5570614337921143,-1.6994390487670898,0.8176084756851196,-0.4307084083557129,-0.24756723642349243,1.2305128574371338
49,3,124385,False,0.7566684484481812,0.6707409620285034,0.15399444103240967,-0.6118695139884949,-0.4462491571903229,0.6220079660415649
49,4,25828,False,0.16258496046066284,0.029343679547309875,0.06863109767436981,0.2291763424873352,-0.46465614438056946,0.6624569892883301
49,5,264154,False,0.5588846206665039,-0.19863261282444,0.28864288330078125,0.8116961717605591,0.7223092913627625,0.11672425270080566
49,6,42580,False,-0.7087952494621277,-0.755554735660553,-1.4671475887298584,0.6595385670661926,-1.406341791152954,1.6167399883270264
49,7,253423,False,0.6167557835578918,0.4663501977920532,1.134706735610962,0.1386955976486206,0.7068745493888855,0.9482450485229492
49,8,168798,False,-0.5732260942459106,-0.05299018323421478,0.4826326370239258,-0.2169070690870285,0.39718618988990784,-0.021756485104560852
49,9,230471,False,0.3593834638595581,-0.4666251838207245,0.4249398708343506,0.31710201501846313,0.43518126010894775,0.5326468348503113
49,10,120915,False,0.4066903293132782,-0.09288284182548523,-0.6703547239303589,-0.3131967782974243,0.7704513072967529,0.1255621463060379
49,11,181326,False,-0.32006382942199707,0.340559184551239,-2.1616921424865723,0.08109039068222046,-1.1692113876342773,1.6772557497024536
49,12,193410,False,-0.24782444536685944,0.05006030201911926,0.0015079677104949951,-0.25252020359039307,0.6735327243804932,-0.173178032040596
49,13,97319,False,1.6340973377227783,1.1403820514678955,0.26965367794036865,0.5253567695617676,1.9689576625823975,-1.5164227485656738
49,14,261293,False,-0.16254112124443054,0.754711925983429,0.5146507024765015,1.089510202407837,0.4896238148212433,-1.3045310974121094
49,15,112740,False,0.040850162506103516,0.5003046989440918,0.21859478950500488,-0.35489287972450256,0.020885765552520752,0.19495819509029388
49,16,276872,False,0.5049664974212646,0.6201390624046326,1.3480143547058105,-0.5635813474655151,2.1295158863067627,0.15741944313049316
49,17,287627,False,-0.9230955839157104,-0.5592127442359924,-0.5967887043952942,-0.2592385411262512,-0.20613309741020203,1.0183277130126953
49,18,194002,False,0.8655041456222534,-0.3576570749282837,1.2671340703964233,1.1892582178115845,0.7740832567214966,-0.013100385665893555
49,19,44535,False,0.14402176439762115,-0.09489995241165161,0.06716819107532501,0.6107059717178345,0.19407692551612854,-0.02689528465270996
49,20,6316,False,0.24743202328681946,0.5346713066101074,1.2194088697433472,-0.026811838150024414,-0.20738878846168518,0.46890419721603394
49,21,176350,False,0.4488641619682312,-0.6207107305526733,-0.2573312819004059,0.5568509697914124,0.16975563764572144,-0.08844387531280518
49,22,239642,False,-0.6059386730194092,0.5605993866920471,0.550295352935791,0.46934428811073303,-0.3110640048980713,-0.36965519189834595
49,23,283557,False,0.25167110562324524,0.23111405968666077,0.16981381177902222,-0.436124712228775,0.13332682847976685,0.20073193311691284
49,24,162587,False,-0.13952545821666718,1.0205039978027344,-0.8555241227149963,-0.08578145503997803,1.7718595266342163,-0.3290753960609436
49,25,177529,False,1.048816442489624,-0.33526355028152466,0.8494756817817688,0.2867982089519501,-0.4152590334415436,-0.001749865710735321
